-485.001556396	-486.699920654	0.00900001451373
-485.327331543	-486.699645996	0.00899977609515
-485.630187988	-486.699035645	0.00879026949406
-485.932128906	-486.698486328	0.010510571301
-486.2527771	-486.697906494	0.00900909677148
-486.565948486	-486.697509766	0.010131187737
-486.898925781	-486.696899414	0.00902254134417
-487.23727417	-486.69631958	0.00903529673815
-487.555603027	-486.695678711	0.00900203362107
-487.8671875	-486.695068359	0.00899709761143
-488.19543457	-486.69442749	0.00900981575251
-488.524963379	-486.693756104	0.00902132689953
-488.839050293	-486.693084717	0.008998606354
-489.156646729	-486.692443848	0.00900509208441
-489.465759277	-486.691833496	0.00899760425091
-489.772979736	-486.691314697	0.00898664444685
-490.073150635	-486.690826416	0.00899043306708
-490.376983643	-486.690368652	0.00952145084739
-490.70135498	-486.689880371	0.00933148339391
-491.027282715	-486.689239502	0.00677443295717
-491.373840332	-486.688842773	-0.00102569162846
-491.690490723	-486.687957764	-0.00115361064672
-492.015930176	-486.686950684	-0.000998042523861
-492.346099854	-486.686004639	-0.00113618373871
-492.670898438	-486.685058594	-0.000483095645905
-492.985168457	-486.684051514	-0.000660255551338
-493.330963135	-486.683258057	0.00911855697632
-493.636535645	-486.682312012	0.00911780446768
-493.958312988	-486.681274414	0.00903470441699
-494.272613525	-486.680145264	0.00902850925922
-494.578125	-486.679016113	0.0089190043509
-494.881347656	-486.677947998	0.0104041658342
-495.225616455	-486.676727295	0.008993268013
-495.532043457	-486.67565918	0.00869300961494
-495.85824585	-486.674499512	0.0109138116241
-496.199401855	-486.673400879	0.00894564017653
-496.548156738	-486.672119141	0.00915286317468
-496.848205566	-486.671264648	0.00891981646419
-497.153076172	-486.670196533	0.00956027954817
-497.45904541	-486.669219971	0.00894720107317
-497.768829346	-486.668121338	0.00888611376286
-498.092803955	-486.666992188	0.0104937255383
-498.427734375	-486.665802002	0.00913467630744
-498.753051758	-486.664764404	0.00879812985659
-499.137878418	-486.663421631	0.00898381322622
-499.513000488	-486.66217041	0.00950185209513
-499.867736816	-486.660949707	0.00924822315574
-500.198425293	-486.659851074	0.00978011637926
-500.545288086	-486.658752441	0.00891947373748
-500.881469727	-486.657592773	0.00989530980587
-501.211090088	-486.656616211	0.00889767706394
-501.588562012	-486.655334473	0.00995862111449
-501.915405273	-486.65423584	0.00892354547977
-502.219207764	-486.653198242	0.00909177586436
-502.529571533	-486.652160645	0.00881177932024
-502.838165283	-486.651184082	0.0081092454493
-503.146484375	-486.650268555	-0.000437371432781
-503.498840332	-486.649047852	-0.000854022800922
-503.850097656	-486.647644043	-0.000803656876087
-504.176574707	-486.646453857	-0.000981315970421
-504.499267578	-486.645355225	-0.00111617892981
-504.803009033	-486.644317627	-0.000438347458839
-505.142028809	-486.642944336	0.00890192389488
-505.452514648	-486.64163208	0.00914572924376
-505.779144287	-486.640258789	0.00952561199665
-506.079589844	-486.639068604	0.00922375172377
-506.382629395	-486.637939453	0.00900104641914
-506.691375732	-486.636901855	0.0090247541666
-507.012207031	-486.63571167	0.00903388112783
-507.328704834	-486.634490967	0.00901026278734
-507.637512207	-486.633270264	0.0089952275157
-507.950073242	-486.632080078	0.00900007039309
-508.269287109	-486.63079834	0.00901772454381
-508.601989746	-486.629425049	0.00903858616948
-508.919403076	-486.646606445	0.00900617614388
-509.236022949	-486.676727295	0.0094280615449
-509.557739258	-486.686584473	0.00901591032743
-509.868804932	-486.696777344	0.009043071419
-510.171020508	-486.696350098	0.009013697505
-510.499816895	-486.694213867	0.00900609791279
-510.819335938	-486.692138672	0.00860340148211
-511.125915527	-486.690643311	-0.00100717693567
-511.453338623	-486.688903809	-0.000991247594357
